iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009247_1_7_99_1	1.7.99.1: Hydroxylamine reductase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.204934	339.8967	85.9560530532646	81.7656435	119.41508	39.766783	582			
EUPATH_0009247_1_8_3_2	1.8.3.2: Thiol oxidase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.138633	33.0041	5.97519380645161	2.84	8.55404	0.856001	31			
EUPATH_0009247_1_97_1_4	1.97.1.4: [Formate-C-acetyltransferase]-activating enzyme	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.508272	649.252035	250.146702019432	257.059248	343.87867	145.836997	669			
EUPATH_0009247_2_1_1_152	2.1.1.152: Precorrin-6A synthase (deacetylating)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.105152	92.138	19.9833655229885	13.6719	32.9559	2.47031	174			
EUPATH_0009247_2_1_1_164	2.1.1.164: Demethylrebeccamycin-D-glucose O-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.06416	54.0817	8.44557078270042	5.1572315	11.874942	1.16018	474			
EUPATH_0009247_2_1_1_172	2.1.1.172: 16S rRNA (guanine(1207)-N(2))-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.059841	223.6194	52.6220305412475	36.10043	81.954887	12.359465	497			
EUPATH_0009247_2_1_1_190	2.1.1.190: 23S rRNA (uracil(1939)-C(5))-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.442107	481.322955	78.3218765108153	47.74125	123.216484	14.10677	601			
EUPATH_0009247_2_1_1_230	2.1.1.230: 23S rRNA (adenosine(1067)-2'-O)-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.059688	10.9553	0.78431620833333	0.204579	0.3912935	0.157916	24			
EUPATH_0009247_2_1_1_233	2.1.1.233: [Phosphatase 2A protein]-leucine-carboxy methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.141274	14.8803	3.05921164705882	1.07987	2.27269	0.322137	17			
EUPATH_0009247_2_1_1_63	2.1.1.63: Methylated-DNA--[protein]-cysteine S-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	6.54359	793.763	242.427855230661	255.697181	299.697885	188.2808135	711			
EUPATH_0009247_2_1_1_77	2.1.1.77: Protein-L-isoaspartate(D-aspartate) O-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.081121	100.532967	18.6655212565789	9.0567665	28.347111	2.7667525	456			
EUPATH_0009247_2_1_1_95	2.1.1.95: Tocopherol O-methyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.106403	11.9566	2.78853473626374	2.23209	3.83437	1.01245	182			
EUPATH_0009247_2_1_2_11	2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.104575	490.305699	106.235079804249	108.152087	134.4644605	66.6254825	659			
EUPATH_0009247_2_1_2_13	2.1.2.13: UDP-4-amino-4-deoxy-L-arabinose formyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.063592	23.1734	0.9599882	0.138752	0.270232	0.1002985	35			
EUPATH_0009247_2_1_3_6	2.1.3.6: Putrescine carbamoyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.038707	16.50805	1.39231959883721	0.5481305	1.2514615	0.2943795	172			
EUPATH_0009247_2_1_4_1	2.1.4.1: Glycine amidinotransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.076062	155.808	17.1094381236559	4.014125	23.93765	0.9798305	372			
EUPATH_0009247_2_3_1_101	2.3.1.101: Formylmethanofuran--tetrahydromethanopterin N-formyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.052567	1.40152	0.4285612	0.278405	0.624006	0.102519	10	["0.052567","0.098679","0.102519","0.144216","0.228719","0.328091","0.362854","0.624006","0.942441","1.401520"]		
EUPATH_0009247_2_3_1_122	2.3.1.122: Trehalose O-mycolyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.096922	319.9349	14.2302191683168	0.655	4.22905	0.283738	101			
EUPATH_0009247_2_3_1_193	2.3.1.193: tRNA(Met) cytidine acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.046376	241.479108	31.8426569744681	22.1400855	46.6599	7.10265	470			
EUPATH_0009247_2_3_1_197	2.3.1.197: dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.294564	27.8915	3.34448868421053	1.35563	2.761991	0.5466735	19			
EUPATH_0009247_2_3_1_5	2.3.1.5: Arylamine N-acetyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.119334	0.509092	0.24110557142857	0.131773	0.336438	0.127332	7	["0.119334","0.123464","0.131200","0.131773","0.227696","0.445180","0.509092"]		
EUPATH_0009247_2_3_1_n2	2.3.1.n2: Phosphate acyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.299927	893.47102	139.462330354198	121.696393	192.124005	60.093641	655			
EUPATH_0009247_2_3_2_16	2.3.2.16: Lipid II:glycine glycyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.068853	477.1195	22.5333864194313	2.5234405	29.74932	0.500762	422			
EUPATH_0009247_2_3_2_17	2.3.2.17: glycyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.062076	469.182	30.6578580993521	5.21038	42.728515	1.6042365	463			
EUPATH_0009247_2_3_2_29	2.3.2.29	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.137599	44.545379	6.16797329302326	4.09672	8.114715	0.954745	215			
EUPATH_0009247_2_3_2_3	2.3.2.3: Lysyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.399344	1274.827	66.4795293541033	30.211112	70.690377	12.562143	658			
EUPATH_0009247_2_4_1_129	2.4.1.129: Peptidoglycan glycosyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.272611	1744.62231	364.474646198485	337.892623	527.2771905	164.6272105	660			
EUPATH_0009247_2_4_1_198	2.4.1.198: Phosphatidylinositol N-acetylglucosaminyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.231785	0.7531	0.4249574	0.390443	0.446683	0.302776	5	["0.231785","0.302776","0.390443","0.446683","0.753100"]		
EUPATH_0009247_2_4_1_20	2.4.1.20: Cellobiose phosphorylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.095824	116.315257	10.0965102222222	5.1085215	10.3090465	1.832041	144			
EUPATH_0009247_2_4_1_212	2.4.1.212: Hyaluronan synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.156331	550.728892	74.0821107106164	32.6782675	117.0708685	9.22331	584			
EUPATH_0009247_2_4_1_227	2.4.1.227: acetylglucosaminyltransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	24.952	529.565427	238.385329521798	246.4554745	288.946523	178.973087	734			
